account_age,month,payment_type,income,employment_status,customer_age,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,proposed_credit_limit,device_fraud_count,fraud_bool
8,4,AC,0.22,CG,81,1176,1132.56,5733.94,5323.28,1,9,619,1,BC,1,1,1,835.99,0,0
29,1,AE,0.16,CG,57,1239,2788.06,11318.89,5554.47,0,0,369,1,BF,1,1,34,835.99,0,0
6,1,AC,0.23,CA,31,1238,3414.38,3182.3,2150.12,18,0,793,1,BE,1,1,0,835.99,0,0
2,6,AA,0.4,CD,30,1214,1849.48,1160.5,4197.94,9,10,625,0,BE,0,1,3,835.99,0,1
8,7,AB,0.3,CF,43,1228,2470.84,794.66,1030.34,10,0,506,1,BC,1,1,34,835.99,0,0
23,3,AD,0.37,CE,49,1254,274.86,6342.17,558.45,2,1,657,1,BC,0,1,33,835.99,0,0
11,3,AB,0.56,CC,46,1164,2867.91,1688.02,1881.19,6,5,597,1,BE,1,0,12,835.99,0,0
3,0,AB,0.39,CA,20,1168,3975.55,13474.19,5075.92,19,3,657,0,BB,0,1,5,835.99,0,0
15,3,AE,0.6,CA,62,1184,4643.31,16257.0,2495.1,1,10,576,1,BA,1,1,3,835.99,0,1
28,1,AA,0.79,CE,28,1225,985.96,964.41,13126.75,14,10,570,1,BC,1,1,29,835.99,0,0
26,1,AC,0.61,CA,40,1192,539.17,11027.6,2432.81,5,0,318,1,BB,1,1,19,835.99,0,0
29,7,AB,0.28,CD,84,1158,4097.09,1619.61,9064.3,12,7,534,1,BA,1,1,25,835.99,0,0
10,0,AB,0.64,CC,27,1177,2119.06,8541.48,1398.17,6,7,463,0,BA,0,1,15,835.99,0,0
24,4,AC,0.88,CG,66,1204,3948.37,3941.64,20383.86,12,5,480,1,BC,1,1,7,835.99,1,0
20,3,AB,0.28,CC,66,1195,2760.15,1553.57,1488.41,4,5,481,1,BF,1,1,28,835.99,0,0
6,2,AD,0.82,CC,61,1206,552.77,67.84,592.93,7,8,458,1,BD,1,0,6,835.99,0,0
8,7,AD,0.29,CB,50,1221,6944.14,2156.27,6792.7,2,8,641,1,BD,0,1,1,835.99,0,1
7,7,AE,0.61,CA,44,1190,1829.09,5134.5,13821.11,15,8,615,1,BB,1,1,30,835.99,0,0
5,0,AC,0.84,CC,66,1146,1781.36,49.72,3780.85,7,9,597,1,BC,1,1,3,835.99,0,1
6,3,AC,0.27,CD,21,1170,2739.54,3122.46,4788.83,4,13,565,1,BC,1,1,0,835.99,0,0
19,3,AB,0.47,CA,47,1127,860.29,1162.39,2044.18,1,8,687,0,BE,0,1,26,835.99,0,0
18,2,AB,0.62,CD,55,1195,6848.94,2779.43,5088.73,3,1,602,0,BB,1,1,27,835.99,0,0
7,0,AD,0.46,CB,70,1222,4557.48,2233.93,1681.6,9,0,724,1,BF,1,1,14,835.99,0,0
17,4,AD,0.42,CF,51,1144,873.4,1047.84,1147.11,18,6,445,1,BF,1,1,28,835.99,0,0
14,2,AB,0.32,CG,45,1150,180.95,2062.28,2459.09,6,4,490,0,BE,1,1,4,835.99,0,0
26,6,AC,0.42,CG,81,1249,1129.25,3449.67,4547.71,19,11,682,0,BB,1,0,30,835.99,0,1
22,7,AA,0.56,CD,81,1216,141.16,15259.98,23976.91,11,4,401,0,BD,1,1,15,835.99,0,0
28,4,AB,0.3,CF,63,1185,126.13,518.22,834.16,11,6,594,1,BD,1,1,10,835.99,0,0
22,1,AE,0.7,CC,53,1197,935.7,956.28,4699.99,11,7,794,0,BE,1,1,14,835.99,0,0
12,4,AA,0.54,CE,47,1192,1532.48,6112.15,790.3,6,9,694,1,BA,0,1,6,835.99,0,0
7,5,AA,0.52,CG,34,1199,960.31,378.87,2689.82,0,0,375,1,BE,1,1,0,835.99,0,0
13,6,AC,0.14,CF,70,1230,5700.69,6886.94,712.95,4,12,795,1,BC,1,1,4,835.99,0,0
29,0,AD,0.63,CF,27,1202,2800.49,1319.78,14430.47,13,6,577,1,BD,1,1,28,835.99,0,0
17,4,AC,0.25,CC,72,1226,497.78,6643.95,12015.58,6,11,634,1,BF,0,1,21,835.99,0,0
28,4,AD,0.84,CB,71,1171,365.3,4685.68,8451.2,15,10,352,1,BA,1,1,21,835.99,0,0
5,6,AC,0.63,CF,81,1210,4600.17,9761.52,348.43,19,11,328,0,BE,1,1,6,835.99,0,0
15,6,AB,0.73,CB,50,1210,110.61,18487.33,17558.62,1,2,647,0,BA,0,1,11,835.99,0,0
9,0,AD,0.67,CG,58,1206,4456.8,850.02,5282.99,0,12,666,1,BD,0,0,7,835.99,0,1
12,4,AD,0.64,CD,79,1253,4824.93,9627.88,17522.65,4,14,757,0,BF,0,1,32,835.99,0,0
12,3,AD,0.71,CA,71,1237,1409.34,8973.31,2984.3,10,10,612,0,BE,0,1,26,835.99,0,1
17,4,AC,0.58,CF,60,1197,1760.91,6274.17,11636.49,6,5,313,1,BD,1,1,20,835.99,0,0
17,6,AB,0.12,CB,30,1142,1496.8,2752.8,14756.79,0,7,627,0,BA,1,0,3,835.99,0,1
23,3,AD,0.19,CE,19,1202,59.4,1195.5,7513.43,7,8,362,1,BA,1,1,34,835.99,0,0
2,3,AC,0.14,CF,82,1327,2196.92,4456.36,6803.44,12,8,589,1,BB,1,1,12,835.99,0,0
18,6,AE,0.88,CG,37,1200,9563.71,8507.86,6209.43,1,11,826,1,BD,1,0,11,835.99,0,0
8,7,AD,0.25,CA,43,1155,6.28,323.23,8712.89,0,13,343,0,BB,0,1,32,835.99,0,0
15,0,AE,0.33,CG,58,1139,2063.65,726.46,1695.29,8,4,817,0,BA,0,1,18,835.99,0,0
18,1,AC,0.33,CE,73,1251,3189.27,6347.64,2367.19,5,6,727,1,BE,1,1,32,835.99,0,0
3,6,AE,0.56,CG,75,1186,4572.47,952.19,1576.57,10,11,731,0,BF,1,1,1,835.99,1,1
11,4,AC,0.63,CE,83,1227,3466.17,3791.5,26855.16,10,3,577,1,BC,1,0,33,835.99,0,0
6,5,AE,0.38,CC,42,1221,519.07,785.85,4451.89,10,5,805,1,BA,1,1,7,835.99,0,0
23,1,AC,0.19,CE,41,1246,832.74,3367.7,2820.47,0,3,305,1,BB,1,0,35,835.99,0,0
3,7,AA,0.71,CF,41,1176,590.31,17440.0,6655.02,17,6,519,1,BD,1,1,24,835.99,0,0
14,2,AD,0.33,CB,59,1241,158.12,2212.2,16939.08,15,13,579,0,BC,1,0,16,835.99,0,0
9,0,AC,0.13,CB,18,1263,2660.84,3250.52,2137.26,0,9,425,1,BD,1,1,12,835.99,0,0
16,0,AE,0.16,CA,40,1162,7.2,8276.36,533.67,16,3,473,0,BA,0,1,1,835.99,0,0
23,2,AB,0.82,CB,25,1167,8275.79,6256.07,20243.96,17,10,472,1,BE,1,1,17,835.99,0,0
24,4,AD,0.11,CE,61,1252,2067.09,10457.42,6048.4,0,9,307,0,BE,0,1,22,835.99,0,0
19,2,AE,0.6,CG,83,1141,103.72,8560.19,3053.48,16,8,575,0,BD,1,1,0,835.99,0,0
4,7,AE,0.56,CA,18,1214,505.53,1972.38,2115.37,15,11,812,1,BE,1,1,6,835.99,0,0
11,6,AC,0.53,CE,31,1177,4522.83,11340.22,10990.45,12,7,458,0,BD,1,1,33,835.99,0,0
20,7,AD,0.85,CB,76,1149,1645.23,16711.97,8627.67,7,6,584,1,BE,1,1,14,835.99,0,0
12,4,AB,0.43,CD,19,1238,2710.92,608.9,3837.07,7,12,726,1,BE,1,1,27,835.99,0,0
21,5,AD,0.89,CE,71,1213,3784.05,6736.96,4919.01,11,10,650,0,BD,1,1,0,835.99,0,0
8,2,AE,0.28,CD,30,1231,1511.95,1484.29,4895.22,8,13,564,1,BF,1,1,24,835.99,0,0
4,4,AE,0.51,CB,66,1228,603.79,17770.91,19054.97,15,14,368,1,BD,1,1,33,835.99,0,0
22,0,AE,0.18,CD,63,1206,2085.25,2131.99,17628.86,16,6,533,0,BF,0,1,33,835.99,0,0
23,6,AB,0.76,CE,53,1189,1581.01,564.39,4214.15,10,3,433,1,BB,1,0,11,835.99,0,0
19,3,AE,0.16,CC,67,1209,1067.1,1717.43,3506.64,9,9,734,1,BB,0,1,8,835.99,0,0
8,5,AA,0.28,CG,24,1152,5461.01,3526.31,7541.08,12,7,662,1,BE,1,1,27,835.99,0,0
17,1,AE,0.13,CC,60,1231,791.27,905.34,8631.51,4,13,786,0,BC,1,1,9,835.99,0,0
21,4,AA,0.72,CC,46,1221,1773.1,8306.09,300.04,6,2,568,1,BE,0,0,24,835.99,0,0
22,0,AC,0.42,CE,41,1150,1478.25,3193.58,8175.69,8,10,737,0,BA,0,1,11,835.99,0,0
3,0,AD,0.59,CA,47,1136,212.08,9447.5,5023.0,19,13,575,1,BB,1,1,23,835.99,0,0
13,2,AD,0.3,CF,34,1142,901.26,92.65,858.81,2,4,619,1,BD,0,1,3,835.99,0,0
2,0,AD,0.55,CG,52,1215,3306.19,2937.03,2746.52,18,5,366,0,BD,1,1,3,835.99,0,0
16,1,AE,0.33,CA,36,1189,4058.55,2038.78,4859.9,15,4,702,1,BF,1,1,23,835.99,0,0
11,0,AD,0.47,CB,42,1226,1735.15,1190.08,3376.12,2,12,820,1,BE,0,1,25,835.99,0,1
5,1,AB,0.22,CB,21,1220,1560.33,225.89,125.91,8,12,761,1,BD,1,0,32,835.99,0,0
1,6,AE,0.51,CF,43,1250,10237.1,16850.38,3888.72,17,7,465,1,BE,0,0,12,835.99,0,1
2,0,AC,0.36,CC,75,1192,16.11,13272.01,8437.23,4,4,814,0,BE,1,1,17,835.99,0,0
14,6,AC,0.4,CF,73,1199,1261.23,2831.66,4712.21,19,0,497,1,BA,1,1,22,835.99,1,1
22,2,AC,0.81,CC,52,1199,763.5,12336.32,712.39,17,3,402,0,BA,1,0,17,835.99,0,0
0,1,AC,0.15,CA,41,1108,1800.25,1760.58,21262.01,4,13,713,1,BD,1,1,7,835.99,0,0
7,5,AD,0.78,CD,68,1185,4111.81,7126.96,5851.85,17,5,450,1,BD,1,1,19,835.99,0,0
7,1,AD,0.46,CE,37,1158,874.86,10593.41,25537.2,1,2,368,0,BF,0,1,2,835.99,0,0
5,7,AE,0.65,CE,73,1216,1168.92,8622.42,2539.85,7,3,700,1,BB,0,1,32,835.99,0,0
14,1,AE,0.39,CA,72,1265,4852.7,1085.56,8586.02,1,10,731,0,BA,1,1,11,835.99,0,0
6,1,AC,0.17,CB,58,1175,51.36,4533.48,1217.01,15,11,831,1,BD,1,1,11,835.99,0,0
29,0,AC,0.16,CA,29,1192,2999.84,5317.39,5468.7,10,2,407,0,BF,1,1,6,835.99,0,0
14,5,AB,0.75,CD,82,1220,10210.06,157.56,4372.33,3,12,818,1,BE,1,1,21,835.99,0,0
0,6,AE,0.16,CB,38,1203,315.27,15506.86,13881.77,7,2,301,1,BD,1,1,10,835.99,0,0
0,5,AB,0.44,CF,74,1138,20946.91,14203.84,9679.94,3,7,474,1,BF,1,1,13,835.99,0,0
27,1,AD,0.16,CA,30,1215,1776.84,294.9,9754.1,5,11,502,1,BD,1,1,20,835.99,0,0
22,5,AB,0.28,CF,49,1180,1749.18,3781.25,9035.1,14,7,691,0,BD,1,1,6,835.99,0,0
14,0,AE,0.24,CE,61,1191,3345.68,5779.27,5767.9,17,4,350,0,BA,1,1,19,835.99,0,0
17,3,AE,0.77,CB,38,1223,1276.98,7070.87,2469.46,13,11,781,0,BC,1,1,13,835.99,0,0
7,2,AA,0.65,CE,55,1176,1746.62,3529.1,10672.65,11,2,825,1,BC,1,1,17,835.99,0,0
9,5,AB,0.35,CA,68,1198,89.13,634.11,4350.89,6,4,373,1,BB,0,0,20,835.99,0,0
22,0,AD,0.71,CD,26,1189,82.26,3125.99,3396.66,3,12,309,0,BF,1,1,20,835.99,0,0
2,5,AB,0.51,CB,37,1175,655.3,20703.5,2840.59,15,14,656,0,BA,1,1,23,835.99,0,0
13,5,AD,0.71,CD,62,1228,701.83,1010.1,271.04,19,0,653,0,BC,1,1,25,835.99,0,0
12,5,AD,0.61,CD,66,1214,2918.88,5359.02,877.48,2,9,669,1,BA,1,1,3,835.99,0,0
21,5,AB,0.68,CC,29,1182,11113.1,4534.0,1940.9,2,6,503,1,BB,1,1,19,835.99,0,0
20,0,AD,0.17,CA,66,1198,4838.89,1610.87,2211.61,19,5,625,1,BB,1,1,12,835.99,0,0
10,1,AB,0.53,CE,57,1169,4745.49,3639.25,3171.08,14,10,606,0,BD,1,1,22,835.99,0,0
21,3,AD,0.76,CE,27,1226,5382.03,7510.07,14498.51,6,13,529,1,BF,1,1,17,835.99,0,1
2,5,AB,0.7,CE,67,1249,9385.91,11779.86,3904.16,4,7,486,1,BB,1,0,19,835.99,0,0
27,2,AC,0.82,CB,78,1165,987.4,761.86,1492.24,11,11,758,1,BA,1,1,16,835.99,0,0
10,4,AC,0.48,CB,46,1190,6714.72,17594.56,1568.44,7,7,528,0,BA,1,1,12,835.99,0,0
10,3,AB,0.88,CE,63,1226,2695.14,10413.66,15844.99,12,14,432,1,BB,1,1,8,835.99,0,0
22,2,AC,0.6,CD,49,1228,6618.5,8758.82,108.04,15,11,428,1,BA,1,1,31,835.99,0,1
7,5,AD,0.71,CE,40,1197,1068.51,74.45,4997.91,15,8,524,1,BC,0,1,28,835.99,0,0
9,2,AE,0.2,CE,42,1249,4871.86,2594.05,1970.99,2,11,351,1,BF,0,1,3,835.99,0,1
21,7,AE,0.13,CG,58,1212,2021.26,11929.4,1365.39,10,5,733,1,BD,0,1,16,835.99,0,0
2,0,AB,0.4,CC,39,1244,1913.91,356.26,6951.47,0,12,788,0,BB,1,1,22,835.99,0,0
15,3,AA,0.43,CA,71,1191,2092.64,244.3,11294.26,5,5,827,1,BD,0,1,35,835.99,0,0
19,1,AC,0.64,CA,24,1187,3214.04,145.62,823.54,10,11,630,1,BA,0,1,7,835.99,0,0
5,2,AD,0.26,CD,73,1212,3112.92,17976.79,1196.65,6,12,325,1,BB,0,1,32,835.99,0,0
23,7,AA,0.1,CG,31,1236,2276.49,7823.17,453.79,4,5,507,0,BA,1,0,22,835.99,0,0
0,7,AE,0.55,CG,26,1219,983.16,2317.47,19808.56,14,2,525,0,BB,1,1,14,835.99,0,0
1,3,AD,0.54,CG,49,1204,998.46,11769.91,3484.99,12,8,685,1,BE,1,1,35,835.99,0,0
0,6,AB,0.71,CF,64,1183,4775.77,1133.19,15468.66,14,12,715,1,BA,0,0,35,835.99,0,0
10,1,AB,0.31,CF,79,1147,242.47,3311.0,488.09,8,10,620,0,BB,1,1,19,835.99,0,0
9,0,AA,0.26,CD,21,1265,296.59,9957.44,1160.58,1,2,509,1,BA,1,1,3,835.99,0,0
2,1,AE,0.49,CE,72,1131,4297.18,289.8,3569.5,16,7,416,0,BA,0,1,7,835.99,0,0
23,0,AC,0.13,CE,30,1270,870.49,1069.74,4450.35,16,1,778,0,BF,1,1,18,835.99,0,0
10,5,AC,0.87,CF,61,1129,3552.06,14605.75,2391.47,0,5,321,0,BD,0,1,30,835.99,0,0
17,1,AD,0.83,CF,80,1202,11273.71,1656.52,7903.75,11,7,639,1,BF,1,1,6,835.99,1,1
1,4,AB,0.32,CF,47,1225,2142.78,3503.97,1932.04,6,4,568,1,BE,0,1,27,835.99,0,0
23,1,AA,0.66,CA,39,1234,149.17,13603.17,1471.24,5,14,397,0,BE,1,1,21,835.99,0,0
28,1,AC,0.51,CC,30,1169,3656.78,14992.0,1283.8,16,2,646,0,BC,1,1,20,835.99,0,0
4,3,AC,0.22,CF,30,1139,510.15,572.47,6518.03,6,0,708,0,BC,1,1,4,835.99,0,0
16,3,AC,0.29,CG,63,1156,1378.03,2738.59,1543.83,19,5,481,1,BB,1,1,23,835.99,0,0
21,0,AB,0.48,CB,61,1172,1325.9,8073.73,841.73,5,5,569,0,BA,1,1,26,835.99,0,0
10,2,AB,0.88,CF,44,1175,1551.74,1510.95,7584.61,6,14,310,1,BE,0,1,12,835.99,0,0
2,0,AD,0.35,CE,26,1180,3579.48,5531.36,5165.04,10,14,804,0,BD,1,0,17,835.99,0,0
28,1,AD,0.28,CA,62,1195,643.21,7888.79,9348.53,1,9,591,0,BF,1,1,34,835.99,0,0
20,1,AE,0.17,CC,34,1191,1900.39,1681.18,9082.35,2,7,660,1,BF,1,1,8,835.99,0,0
2,4,AB,0.59,CC,54,1214,851.01,5980.63,23354.5,12,10,697,0,BE,1,1,11,835.99,0,0
13,2,AC,0.67,CC,19,1221,5618.16,12079.78,6471.11,13,8,610,1,BC,0,1,17,835.99,0,0
3,3,AC,0.37,CG,38,1169,3831.1,13920.45,9796.86,10,12,579,0,BD,1,1,27,835.99,0,0
1,0,AA,0.61,CB,69,1208,357.27,2858.5,14934.4,18,8,302,0,BE,1,1,29,835.99,0,0
24,4,AC,0.27,CA,72,1220,636.69,22029.9,709.99,6,12,696,1,BD,1,1,2,835.99,0,0
17,3,AE,0.83,CA,49,1173,2918.7,13009.99,3514.13,17,14,814,0,BC,0,1,7,835.99,0,1
25,0,AC,0.75,CD,62,1147,1849.68,2069.02,14158.48,18,4,563,0,BE,1,1,11,835.99,0,0
27,5,AD,0.59,CC,29,1170,2869.68,261.95,17700.52,1,0,624,1,BA,1,0,31,835.99,0,0
22,7,AE,0.89,CC,46,1227,6241.29,1004.68,19508.94,2,3,364,0,BE,1,0,34,835.99,0,1
16,2,AA,0.66,CE,71,1256,1791.52,359.62,11939.1,16,1,420,1,BD,0,0,32,835.99,1,0
10,2,AE,0.43,CF,29,1186,3238.52,8227.16,16868.17,1,1,420,0,BA,1,1,9,835.99,0,0
29,2,AE,0.78,CC,59,1242,1195.61,4991.47,5983.67,13,0,405,1,BC,1,1,26,835.99,0,0
25,7,AD,0.71,CC,76,1145,897.25,3225.94,12967.28,3,4,701,1,BF,1,0,31,835.99,0,0
4,7,AB,0.79,CA,82,1180,1483.73,7740.11,281.1,0,14,443,1,BB,0,1,8,835.99,0,0
12,1,AE,0.76,CE,84,1179,1494.99,4978.34,534.48,7,8,820,1,BD,1,1,5,835.99,0,0
3,3,AD,0.3,CG,25,1189,3502.8,4444.07,4558.05,1,7,303,0,BD,1,1,33,835.99,0,1
14,5,AD,0.42,CF,21,1216,427.71,302.97,1589.87,6,7,360,0,BA,1,1,28,835.99,0,0
7,0,AD,0.23,CF,37,1222,2419.74,1468.39,1160.84,7,11,309,1,BC,1,1,25,835.99,0,0
4,4,AA,0.44,CB,36,1212,137.18,134.18,117.58,11,6,440,1,BB,1,0,9,835.99,0,0
5,2,AA,0.76,CB,61,1164,124.41,4513.62,12456.75,4,6,643,0,BB,1,1,19,835.99,0,0
5,7,AC,0.46,CC,38,1156,3805.04,9867.09,637.53,4,9,652,0,BB,1,1,27,835.99,1,1
1,6,AE,0.54,CF,60,1195,374.16,1364.98,4046.69,2,1,650,1,BB,1,1,27,835.99,0,0
11,2,AA,0.68,CC,20,1237,4568.95,11393.27,4016.69,15,6,652,0,BF,0,1,32,835.99,0,0
5,3,AC,0.71,CB,30,1208,6493.49,1185.07,1077.36,6,2,476,1,BB,1,1,20,835.99,0,0
19,5,AE,0.49,CF,69,1193,997.36,8953.0,2695.71,0,0,596,1,BC,1,1,33,835.99,0,0
4,7,AA,0.16,CC,59,1211,3811.59,675.32,685.27,0,13,349,0,BB,0,1,0,835.99,0,1
10,0,AD,0.13,CC,43,1192,7374.3,2430.17,4107.44,9,10,450,1,BD,1,0,28,835.99,0,0
8,1,AB,0.25,CB,35,1254,814.87,2991.37,28713.92,17,2,666,1,BE,0,1,3,835.99,0,0
5,2,AE,0.47,CF,71,1164,1246.06,2228.05,2235.48,13,9,444,1,BD,1,1,1,835.99,0,0
5,0,AE,0.52,CC,78,1247,1238.28,4097.84,1806.05,11,4,594,1,BC,1,1,19,835.99,0,0
27,1,AB,0.59,CA,74,1154,1257.16,15497.18,5719.13,6,8,356,1,BA,1,0,34,835.99,0,0
20,2,AA,0.22,CG,42,1192,3413.41,3793.9,2314.93,2,5,763,1,BA,1,1,7,835.99,0,0
17,5,AC,0.84,CE,80,1194,88.03,5739.93,5713.36,9,2,535,1,BE,0,1,19,835.99,0,0
5,2,AE,0.25,CB,26,1227,2538.65,5632.3,5849.37,2,2,496,1,BF,1,1,4,835.99,0,0
21,0,AD,0.19,CD,50,1149,4449.14,947.31,8854.67,19,10,458,1,BF,1,1,11,835.99,0,0
28,0,AA,0.4,CA,54,1165,386.59,3976.97,14379.37,12,11,586,0,BF,0,1,12,835.99,0,0
23,4,AC,0.69,CD,48,1214,4247.16,7943.72,11080.93,0,8,352,0,BC,0,0,15,835.99,0,0
10,1,AA,0.66,CB,42,1224,2464.79,4888.78,2549.45,7,0,541,0,BD,1,1,30,835.99,0,0
25,7,AB,0.42,CA,66,1254,574.25,10273.68,4687.92,18,11,639,1,BF,1,1,15,835.99,0,0
7,4,AB,0.21,CE,77,1172,5895.01,1350.42,1515.76,18,1,442,0,BB,1,1,6,835.99,0,0
7,2,AD,0.89,CB,27,1185,2460.65,5047.37,4319.51,7,13,682,1,BE,0,0,20,835.99,0,0
23,5,AD,0.75,CA,39,1205,1465.96,317.21,7045.8,6,1,630,0,BA,1,0,29,835.99,0,0
15,5,AA,0.49,CC,57,1233,4699.63,4315.83,12175.9,5,11,643,1,BB,1,1,17,835.99,0,0
23,2,AC,0.21,CB,51,1181,2076.53,6347.45,3699.84,16,14,304,0,BE,1,1,12,835.99,0,0
2,2,AE,0.56,CE,65,1184,1813.47,443.47,4.22,17,2,477,0,BB,1,1,11,835.99,0,0
1,0,AE,0.83,CD,55,1191,930.45,6890.93,8216.53,16,13,312,1,BA,1,1,24,835.99,0,0
29,0,AB,0.66,CF,63,1221,1895.89,4566.31,11905.29,3,13,306,1,BF,1,1,19,835.99,1,0
10,7,AC,0.48,CF,84,1248,16794.77,5838.5,2651.38,17,14,701,0,BD,1,1,18,835.99,0,1
16,6,AB,0.26,CG,50,1244,209.08,3825.54,15995.65,19,10,722,1,BB,1,1,8,835.99,0,0
7,0,AB,0.52,CB,48,1251,1530.17,5573.01,6893.56,10,7,718,0,BA,0,1,9,835.99,0,0
15,4,AD,0.45,CF,59,1221,1820.21,2266.46,13452.09,13,4,632,0,BA,1,1,10,835.99,0,0
9,2,AB,0.75,CG,71,1218,1806.83,5092.39,3580.67,17,10,814,0,BE,1,1,25,835.99,0,0
5,1,AE,0.25,CC,53,1251,7613.84,2024.14,1825.84,13,0,410,1,BB,1,1,7,835.99,0,0
1,3,AA,0.83,CF,69,1199,3280.06,2989.72,4819.22,7,3,500,1,BF,1,0,20,835.99,0,0
18,0,AC,0.77,CF,84,1164,1409.19,13006.99,442.2,2,7,551,1,BB,1,0,8,835.99,0,0
0,7,AC,0.5,CA,67,1194,1197.31,8565.14,2313.28,8,10,835,1,BF,1,1,6,835.99,0,1
28,6,AE,0.64,CB,69,1118,6192.2,15351.08,7476.28,9,14,789,1,BA,1,1,3,835.99,0,0
21,6,AA,0.14,CC,65,1144,918.6,1686.08,451.61,11,13,432,0,BE,0,1,0,835.99,0,0
26,5,AC,0.59,CD,22,1215,1045.2,14258.66,2645.55,10,14,528,0,BC,1,1,35,835.99,0,1
29,7,AE,0.69,CB,41,1161,6497.39,9496.86,127.19,3,7,684,0,BA,1,1,30,835.99,0,1
23,5,AA,0.61,CD,48,1199,9232.13,25013.28,2214.3,4,1,589,1,BF,0,1,30,835.99,0,0
3,6,AB,0.46,CD,78,1188,122.35,812.83,11202.15,10,5,663,1,BF,1,0,15,835.99,0,0
26,5,AD,0.82,CG,84,1236,3755.47,228.19,3998.69,17,9,762,1,BD,0,1,22,835.99,0,0
29,1,AD,0.26,CA,60,1178,27.39,8655.4,4393.41,15,12,457,1,BA,1,1,9,835.99,0,0
4,5,AD,0.25,CD,38,1153,2252.58,611.43,1261.36,7,4,420,1,BE,1,1,3,835.99,0,0
13,2,AA,0.89,CE,65,1224,238.88,49.92,7024.53,5,10,518,1,BC,0,1,27,835.99,0,0
25,7,AB,0.43,CG,67,1200,1120.1,501.16,2608.86,6,10,360,0,BF,1,1,17,835.99,0,0
16,4,AB,0.86,CB,21,1180,3838.28,5816.82,5644.5,13,7,818,0,BD,1,1,14,835.99,0,0
7,6,AD,0.67,CD,77,1232,437.68,8132.28,15624.82,6,14,827,1,BD,1,1,21,835.99,0,0
4,1,AC,0.52,CB,82,1200,11.8,7743.48,4477.95,12,9,452,1,BA,1,1,1,835.99,0,0
21,0,AC,0.76,CF,81,1200,329.66,8619.74,4835.28,3,4,813,0,BD,1,1,20,835.99,0,0
10,6,AC,0.89,CE,46,1217,1000.7,23641.01,15717.88,18,3,524,1,BA,1,1,16,835.99,0,0
28,1,AB,0.4,CG,18,1207,2647.71,4336.18,4195.35,0,13,747,1,BF,1,1,24,835.99,0,0
6,0,AA,0.67,CB,63,1198,895.25,3941.2,2655.65,18,4,341,1,BE,1,1,8,835.99,0,0
6,6,AA,0.24,CF,36,1184,2127.82,6326.63,2023.8,12,9,483,0,BD,1,1,35,835.99,0,0
28,0,AE,0.17,CA,24,1255,316.11,3764.42,17392.61,8,1,842,0,BA,1,1,34,835.99,0,0
27,6,AA,0.24,CA,67,1176,9032.23,472.88,1905.56,19,1,423,1,BC,0,1,5,835.99,0,1
1,5,AA,0.58,CE,81,1194,4163.39,7198.32,906.82,17,0,643,1,BE,1,1,28,835.99,0,0
18,0,AE,0.61,CB,23,1163,519.27,2941.4,4889.86,17,3,497,0,BE,0,1,3,835.99,0,0
2,4,AE,0.74,CB,55,1184,7914.55,1965.66,7054.3,7,10,714,1,BD,1,1,2,835.99,0,1
22,1,AA,0.13,CD,35,1148,2352.52,11401.72,6573.28,11,6,773,1,BF,1,1,0,835.99,0,0
17,6,AE,0.38,CA,28,1169,2443.15,450.6,113.26,2,10,457,0,BC,0,1,26,835.99,0,1
17,0,AC,0.45,CF,26,1131,2948.84,7344.22,1056.63,10,14,488,1,BF,1,1,16,835.99,0,0
11,2,AB,0.87,CC,52,1207,8618.21,1932.01,6723.34,1,9,664,1,BB,0,1,7,835.99,0,0
16,5,AE,0.58,CB,50,1231,1285.67,5359.56,1521.41,7,6,358,0,BF,1,1,25,835.99,0,0
27,1,AB,0.15,CC,78,1203,2132.01,5311.48,11251.7,13,13,586,0,BD,1,1,27,835.99,0,0
7,6,AD,0.85,CC,36,1211,4888.34,7102.87,4484.52,11,7,671,0,BB,1,1,25,835.99,0,0
15,7,AD,0.32,CD,57,1211,1534.72,2329.4,6504.68,10,2,724,0,BF,1,1,21,835.99,0,0
20,1,AD,0.86,CA,20,1165,7948.13,8012.44,4832.22,13,10,743,1,BC,0,0,3,835.99,0,1
26,5,AC,0.11,CF,83,1193,2014.22,4820.52,7295.46,7,3,780,1,BF,1,1,3,835.99,0,0
28,6,AC,0.75,CC,20,1189,2771.52,10601.63,9195.73,1,4,848,1,BF,0,1,5,835.99,0,0
26,6,AB,0.21,CA,30,1160,14.47,4233.87,12424.21,7,9,816,0,BE,1,1,24,835.99,0,0
5,6,AB,0.9,CA,46,1144,1432.3,1076.74,2882.4,14,6,838,1,BB,0,1,13,835.99,0,0
11,4,AB,0.6,CE,69,1247,3282.21,2780.64,7270.85,11,11,450,1,BC,1,1,0,835.99,0,0
29,0,AA,0.29,CB,36,1266,10884.05,1223.55,5810.88,10,12,351,0,BE,1,0,8,835.99,0,0
1,6,AD,0.4,CC,51,1158,4258.68,1127.22,8076.45,19,9,437,0,BF,1,1,28,835.99,0,1
29,6,AC,0.46,CC,28,1246,4347.04,1638.25,21243.78,14,14,692,1,BE,1,1,17,835.99,0,1
4,5,AB,0.24,CC,79,1155,1921.38,780.89,9612.68,12,11,543,0,BC,0,1,8,835.99,0,0
